text,offensive,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
"@user Esperar algo além disso dessas pessoas?
Só queriam que não fosse noticiado novamente as aventuras do amigo íntimo do Bolsonaro, Roberto Jefferson.
Ficaram muito indignados que ninguém deu muita atenção.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Culpa do BOLSONARO
Vcs não t vergonha na cara... Por isso não tem mais crédito da população",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bolsonaro é Collor 
Collor é Bolsonaro!
Bolsonaro corrupto!
Collor levou muitos ao suicídio.
Confiscou o dindin dos que tinham na conta.
Collor é marajá.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Kkkkkkk a traficante de crianças, a novinha do Aristides, e a corrupta do bozo xiiiiiii só faltou o pedófilo aí heimmmmm",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user @user eles deviam contar voto pro bozo quem nao quer responder a pesquisa, aí iria se aproximar",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Rodrigo... Rodrigo... Q indignação seletiva heim?? Continua nos coments q to morrendo d rir da tua piada!! Aiww vou vota bozo!! Tu ES gado do bozo!! Hoje,ontem e sempre!! Mas ta bom o entreterimento dos teus argumentos!!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Foram 6M de diferença, isso não é pouca coisa, Meu palpite de probabilidades no 2° turno é 70% pro Luis Inácio e 30% pro Jair.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Pintou um clima diz Bolsonaro sobre uma menina de 14 anos.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Seu perfil era divertido, com boas tiradas, ok. Mas qdo começou a defender o Bolsonaro é ligar o Palmeiras a política se perdeu. Virou ofensa aos palmeirenses que não compactuam com genocida e projeto de ditador",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Fica claro que Bolsonaro não pensa no povo pobre como seus semelhantes. Que criatura desumana !,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Teve ""alguns erros"" segundo os anti-bozo MAS os errinhos foi só a favor de um lado",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"O ladrão não ir às ruas (Isso foi orientação) para que nas votações não tenha como o povo contrapor com os resultados! Vejam, se Lula fosse as ruas o volume de apoiadores seria pífio perto da multidão que apoia o Bolsonaro! Com isso como o TSE explicaria esse resultado de hoje🤔",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Como já é de conhecimento de alguns, Bolsonaro ganhou na cidade de Cruzeiro com 51,5% dos votos válidos. Lula ficou em segundo lugar com 37%, seguido de Tebet com 6,8% e Ciro 3,2%.
Os outro candidatos somaram juntos 1,5%.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Força guerreira!
É um pouco por nós e muito pelos que vem depois de nós!
B22🇧🇷💪🏿🙌🏿🙏🏿",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"É surreal ler isso. Meu Deus, onde o Brasil chegou? Essa cretina usando crianças para encobrir crimes de corrupção do governo do Bolsonaro",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"É impressionante como o Bolsonaro mente na cara de pau. Mais uma vez, ele fala que criou o PIX. Que economia é essa que o Brasil tem que dá inveja a qualquer outro país? Ele é muito mentiroso!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user CÚMPLICE DO PACTÁRIO JAIR BOLSONARO! TRAIDOR!!! ME PERDOE SENHOR DEUS TODO PODEROSO POR ME DEIXAR ENGANAR PELO SATANÁS!!! VOU DE LULA 13! EM NOME DE JESUS CRISTO! AMÉM!!!!,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user A fraude também é secreta ....

Capitão cadê o exército cadê a forças armada que fiscalisou as fraude ? Porquê está calada ?

Lembra a comida de rabo que deu no gen. Villas boas, vai ficar tudo debaixo dos panos ? o povo quer saber???",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Ah e os 60% do Bozo no.primeiro turno????? Kkkkkk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user friend, o Bolsonaro não é só corrupto como praticou zoofilia, é genocida, zombou de gente que tava na UTI sofrendo pra respirar e muito mais. esse seu posicionamento de não votar em criminoso é logicamente falso, pq se fosse pra equilibrar crimes, Bolsonaro ganha de lavada.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dá pra fazer vários cortes de falas dessa última live da tulla luana e fazer bombar no face e tiktok. Ela realmente falou na língua do povo, fiquei surpreendida. Ela comparou muito bem o governo lula com o desgoverno do bozo",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Será pelo ideal democrático que a esquerdalha supostamente defende - porque GOSTAM mesmo é de uma DITADURA - que BOLSONARO SERÁ REELEITO!!

As intervenções do corruPTo LLULLADRÃO, tornaram-se prévia e unilateral CENSURA exercida pelo TSE, pior que a ditadura militar!!

Crave22!",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user O bozo é alto (mais de 1,80)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Os que criticam o Bolsonaro por querer maltratar o bandido são os mesmos que nos chamam de mãe Nutella e dizem que estamos criando uma geração fraca e mimada quando falamos que não agredimos nossos filhos e resolvemos na conversa pq pra eles, criança tem que apanhar. Vai entender",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ROBERTO JEFFERSON É BOLSONARO

e também:

Paulo Guedes planeja cortar correção pela inflação de salário mínimo e benefícios previdenciários
BOLSONARO NAO MEXA NO MEU SALÁRIO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user Melhor 4 anos do bozo ou 8 anos do petismo?,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user @user Tadinho, tão ingênuo o mito. Honesto, nunca fez nada. Uma vítima.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fake news povo esquerda sórdida. Acabei de ver Fake News da esquerda: Bolsonaro não tuitou exaltação à maçonaria - Clique para ver também ☛ via @user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bolsonaro diz que o salário vai para R$1.400 ano que vem. 

Pelo amor Deus!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Este Arcebispo é da esquerda comunista socialista...e contra o melhor governo de BOLSONARO 22.,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user @user @user Podia ser o Collor, idiota, mas Bolsonaro é quem usa e abusa. Escondendo tudo dos idiotas e os bobalhões aplaudindo. Acham que vão pegar um real dos 50 bilhões, otários? Nessa festa vocês só aplaudem!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRAIDOR DA PATRIA
BOLSONARO MAÇOM ESTAVA ENGANANDO OS CRISTÃOS ESSE TEMPO TODO

FARISEUS! 7 PELES QUE VAI INSTALAR A NOVA ORDEM NO BRASIL
 JAIR MAÇONARIA

""EIS QUE SURGIRÁ UM FALSO MESSIAS QUE SE UNIRA A FALSOS PROFERAS E MUITOS FALSOS CRISTÃOS IRAO ADORA-LO""",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"é triste e bizarro o quão bolsonaristas não conseguem se enxergar, que os atos do capeta que me afetam, afetam eles também, que não são pessoas a parte por apoiar um cara como esse",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e perguntei : Posso entrar na sua casa?” - Jair Bolsonaro.

BOLSONARO APOIA ROBERTO JEFFERSON",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Você tá aproveitando de uma discórdia entre Bolsonaro e Moro.Nada se compara com o assalto de Lula nos cofres públicos,parece que os eleitores do Luladrao estão dementes afff",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Calma amigo, qualquer movimento do Bolsonaro vai ser neste momento um prato cheio, em qualquer circunstância. Sair fora da linha iguala ele a essa quadrilha. 
O povo tem o pode nas mãos, eu creio nesse dia 🇧🇷",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cara, se esse filho da puta do Paulo Guedes e esse merda do Bolsonaro mexerem no meu salário eu nao seu o que eu faço.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@user BOLSONARO PEDÓFILO ?!?!?! É MUITO MAIS GRAVE QUE PENSAMOS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Kkkk além de moral seletiva ,corrupção seletiva agora tbm memória seletiva💪💪💪💪💪",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user Vocês serão Soldados do Mito e ficará ao lado da urna no dia 30?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galera quero um post de corte de verbas do b22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Olha o papa pedindo voto no Bolsonaro pra colocar fim no ódio q a esquerda propaga , muito bem papá",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"O fantasma do Bebiano está assombrando bozo e carla zambeli. Aliás, ela teve um surto histérico. Ninguém ignora que o Xandão foi advogado criminalista.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Um cara de 67 anos disse que pintou um clima com uma garota de 14. Esqueça que é Bolsonaro. Se você valida isso e vê como normal, você não não é bolsonarista.
Você é um canalha acima de tudo.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Votei em Lula no primeiro turno, mas essa onda de censura promovida pelo PT me assustou muito... é por isso que estou oficialmente virando o voto para Jair Bolsonaro, é a ele que quero ter a liberdade para fazer oposição nos próximos 4 anos.✌🏻",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e perguntei : Posso entrar na sua casa?"" (Jair Bolsonaro)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Lula ganhou confiança! Bozo escorregou literalmente! Tá descompensado! Quase pedindo ppu…,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tou com medo pra caralho do Bolsonaro se reeleger puta que pariu bixo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Odeio idoso branco aaaaaaaaa a velha queria q eu saísse da frente dela pra ela descer e eu tava fazendo de tudo pra sair, porém é difícil se movimentar com o ônibus freando ent eu esperei a porra do ônibus parar e a projeto de Bolsonaro veio brigar cmg aaaa puta velha arrombada",1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Zambrina e Bozo 02 nos primeiros lugares como deputados federais em SP. O Brasil se tornou um lixo atômico, um país de extrema-direita. É isso.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
@user Ridículo foi o que bolsonaro fez levar um grupo para fazer baderna dentro da igreja no dia mais festejado para os católicos em todo o Brasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user Vamos mostrar que a ordem do GENOCIDA era deixar infectar e morrer.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Maçonaro me tirou um pouco de ar do nariz e uma leve risadinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Cadê a fonte dessa acusação...?
O vídeo do senhor lula está rodando por aí a muito tempo..., Isso é fato, gravado pela ex mulher, você levantou essa lebre, prove que estou errado,por enquanto a agenda do seu presidente preferido não me serve, suas pautas são de um capeta...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sim. Eles falaram que bolsonaro seria um ditador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pode dar unfollow e seguir de novo mil vezes, você é feio e eleitor do Bolsonaro e eu não vou te seguir de volta 🤣",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Se você está votando Bolsonaro, você está votando EXTREMA-DIREITA 

Se você está votando Lula, você está votando CENTRO-ESQUERDA.

Vote, mas saiba o que você está votando.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user O Presidente Bolsonaro acabou com o nine quando disse:
Se realmente você fez 88% da transposição do São Francisco, por que a Dilma não acabou os 12%?
Você sempre mandou nela.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Kkkkkkkkkkkkk só tá saindo merda da boca do bozo. Vc deve tá vendo o debate em narnia kkkkk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"""deus me livre apoiar ex presidiário"" *disse a bonita apoiando o bolsonaro 🫣",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user Teu candidato é um falso cristão envolvido com maçonaria. E é melhor vc ja ir aceitando que 2° Turno é lula e que esse Bolsonaro é um véio do capeta além de mentiroso é satânico e engana troxa!,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user Patriotas, conservadores e cristãos, somos a maioria, não se deixem enganar por fake news! Conseguimos eleger a maioria na câmara e senado p/ o Bolsonaro. Logo o ladrão do Lula e sua quadrilha vão voltar p/ a prisão.
Vamos votar c/ fé e confiança!
É proibido PROIBIR! CENSURA NÃO!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user 4 anos e com 2 anos de pandemia ele fez muita coisa, inclusive levar água para o Nordeste, por meio de uma obra q deveria ter ficado pronta em 2013. E os governadores desses estados do Nordeste continuam sendo de esquerda. Povo está escravizado. Terra rica com povo trabalhador.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"é necessário entender que o conceito burguês de felicidade é a risadinha do bolsonaro mesmo.
é por isso que eles saem diagnosticando todo mundo aí de ""infeliz, amargurado"" pq é necessário pra eles nunca compreender uma coisa chamada felicidade num âmbito verdadeiro mesmo (social)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Pra investigar empresários bolsonaristas até matéria de jornal serve como prova , mas pra investigar um crime q qualquer pessoa sensata consegue entender , a respeito das fraudes das inserções de rádio da campanha do Bolsonaro ,pede provas robustas TMNC",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"@user Outra, não estou vendo militância alguma, seja de Lula, Bolsonaro ou do próprio Ciro limitar o líder kkkk, quem faz isso é a oposição.
Mas enfim",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user COMO VCS JOGAM BAIXO! Lula não falou nada disso! Disse q BOZO soh NÃO TEM taxa de desemprego MAIOR pq qualifica diferente! Acrescentou MEI pra enganar vcs com números! Afff q burros! Quem eh bozo gosta se ser enganado ou de enganar! É isso,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
@user vazou o miguel (virgem brocha) no lado esquerdo,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@user Quer Roubar? Que Roubou e Sucatiou aqui no nordeste foram vcs palhaço! Graças Ao Presidente Bolsonaro e o seu governo hj temos água pois eles concluíram a obra da transposição.,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Estou com vc, nem Lula e nem Bolsonaro, e fico me sentindo muito mal de ver o Sergio Moro, apoiando esse vagabundo do bolo., eu gosto muito do perfil do Moro, porisso não esqueço tudo que Bolsonaro fez com ele., e eu não sei como votar",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user JAIR EM DESESPERO porque o Nordeste vai dá-lhe um 13 com gosto!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Mesmo com todas as dificuldades da nossa terra o nordeste superará esse período tenebroso de submissão ao coronelismo comunista. 
Caminharemos junto com o presidente Bolsonaro. Contra a censura do TSE e contra a esquerda autoritária. Dia trinta meu voto é 22.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Na reeleição do capitão fazemos um p comemorar, irmão",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Faz o seguinte, Cirão: diz pra petezada usar seus vídeos criticando Bolsonaro, os mesmos que eles ignoraram por meses pra esconder que vc era mais critico a Bolsonaro que a Lula.

No mais, votarei de acordo com o partido, mas não farei campanha.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Realmente ""o PT deixou de gastar"", o que nem de longe é o mesmo de entregar pro Centrão, sem falar que as linhas sobre o Mais médicos são recheadas de xenofobia, pergunte a qualquer pessoa que foi atendida pelos médicos cubanos, e pergunte se agora SEM MÉDICOS a situação melhorou",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Não perdi ninguém nessa pandemia, graças a Deus, apenas me perdi! Foi mais de um ano com ansioliticos, crises de ansiedade, tudo pelo caos que esse homem que está presidente hoje causou. Hoje é dia de votar e chutar esse cara que quase acabou com nosso país",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puta que pariu. Um vagabundo como esse Geddel chamar Bolsonaro de cleptomaníaco. Eu não sei se apenas uma eleição (Caso ganhemos) vai resolver os problemas desse país. Acho que estamos precisando de um muro e um soldado para esse povo.,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
meu pai tá com tanto medo do lula ganhar que só falta chorar implorando pra votar no genocida,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"A RLAM, refinaria q a gestão da Petrobrás privatizou na Bahia, aumentou diesel e gasolina 2 vezes em 1 semana. Mineiros, amazonenses, gaúchos, paranaenses, pernambucanos e cearenses, se liguem! O Bozo tá vendendo as refinarias daí tb; diz q assim preço vai cair. É mentira!!!",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Acho que resumiu bem. Antes ele era uma opção de centro-esquerda pra quem não gostava do PT e não era fã do Bolsonaro, mas agora ele perdeu o apoio que tinha sem conseguir construir um novo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user @user Kkkkk vai procurar mais defesa para seu bandido de estimação condenado em 3 instâncias.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"o mais engraçado são os comentários. a galera canhota fala tanto que o Bolsonaro é homofóbico e o escambau a quatro, e nessa foto estão chamando ambos de gays de forma pejorativa. povo hipócrita.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user ""Que DEUS abençoe a nossa nação!"" - disse de Londres, o patriota.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Cadê o Danones agora? Kkkk O STF pediu para tirar todos os materiais que acusou o presidente Bolsonaro de pedofilia porque provaram que era fake news da esquerda! E ai Danones, já RENUNCIOU?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O bolsonarismo representa o q o lulopetismo gerou,nteressante fazer o q L fez em 2018,ñ apoiou Ciro pra eleger B,fazer Brasil sangrar e voltar como""herói"".
Se B vence, L sai de vez da hegemonia e dá lugar pra esquerda construir nova liderança.Deixa o país sangrar mais 4 anos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user Tudo q vc acusa o Lula, é anulado a partir do momento q vc diz q n vota nele pq é corrupto. Mas vota no bozo da rachadinha, do “pintou um clima”, apoiador do AI-5, dos 51 imóveis, q trocou gente da polícia federal e ministro p blindar os filhos, bolsolão, etc!",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Acho engraçado demais ver brasileiro que mora no exterior apoiar o bozo. Eu tava aqui quando precisei de um presidente na pandemia, quando vi minha avó morrer por falta de vacina, quando presenciei falas e atitudes extremamente desumanas, famílias carentes morrerem de fome...",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Enquanto isso, na Venezuela, a hospitalização de bebês por desnutrição atingiu o pior índice em 14 anos. Ah não, é no Brasil do Bolsonaro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user @user @user @user @user @user @user ""Parei na esquina, tirei o capacete e olhei umas meninas, 3 ou 4, bonitas. De 14 ou 15 anos arrumadinhas em pleno sábado em uma comunidade. PINTOU UM CLIMA, voltei e perguntei : Posso entrar na sua casa?"" 

Jair Bolsonaro",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Esse Lei já existe Ladrão e foi sancionada por Bolsonaro, e tem outra para de mentir presidente não faz Lei ele sanciona quem faz e o congresso cuja a maioria ano que vem e de aliados do Bolsora você não aprovaria porra nenhuma!",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"que merda esse homem touro e o outro lá parece o capitão caverna com espinhos, uma bosta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Lula ladrão seu lugar é na prisão Bolsonaro 22 🇧🇷🇧🇷2️⃣2️⃣,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user TODOS QUE APOIAM LULA QUEREM VOLTAR A ROUBAR O SEU DINHEIRO SEU TROUXA .

Bolsonaro 22",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Quem tem medo de pobre nas urnas? Quem tem medo do povo escolhendo? Bolsonaro sabe que quanto menos pobres votando, melhor para ele. Ele sabe que, por mais que tenha eleitores das camadas baixas, é a classe média e a elite que o sustentam.

O povo pobre vai votar, e vai votar 13!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TRABALHADORES EM SÃO MIGUEL SÃO COAGIDOS A NÃO VOTAR EM LULA POR PATRÃO QUE AINDA TENTA COMPRAR SEUS VOTOS POR R$ 200,00

Um vídeo que circula nas redes sociais nesta manhã de terça-feira, 04, está causando revolta nos moradores de São Miguel do Guamá, nordeste paraense, (+)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atual líder da maçonaria do Rio de Janeiro vem a público desmentir fake News a respeito do presidente Jair Messias Bolsonaro.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Tenho índole e não sigo condenado. 
Ditador, socialista e outras coisas a mais. 
Vai la, papel higiênico e quem sabe um dia você se dê o valor e mais amor a família e a Pátria.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Os assassinos se associam ao Bolsonaro, não o PT que associa o Bolsonaro a eles.

Família Marinho já vem dando o recado a algumas semanas de quem escolheram para apoiar, mesmo sem dizer uma palavra objetivamente. 

Nenhuma surpresa, apoio a ditadura, ao golpe e agora ao bozo.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Bolsonaro: “Fica aqui, Lula”. kkkkkkkk Acontece que o ladrão está acostumado a fugir. Já faz parte da rotina dele…",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Bolsonaro prometeu indulto ao Goleiro assassino Bruno ?????
Isso é o desrespeito máximo com as mulheres!!!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user o bozo honesto kkkk voce apoia ladroes: recebe rachadinha da familia bozo? PL rouba como o PT. FORA BOZO FORA LULA. PL e o 22. PL e do Centrao. o bozo ta no Centrao gado kkk o bozo ta te roubando com o centrao como lula fazia!!!e o  orcamento secreto?,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Essa geração q tá chegando vai ser incrível, tomara q mudem esse país, com uma mentalidade livre de preconceitos, discriminações, prezando e respeitado a diversidade, os povos originários e o meio ambiente. Pena q a nossa geração ainda tá tda cagada, é torcer por dias melhores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Essa autora não vai terminar essa webtoon? Desde 2019 enrolando, o negócio já tem 200 capítulos e parece que não anda. Gravidez de jumento pq nem barriga ainda...postou 50 capítulo com esse ex chato e voltou pra esse capitão obcecado e insuportável zzzz",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user Pessoal aqui é anti bozo. SEGUE AI PRA FORTALECER A ESQUERDA.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user A campanha do Bolsonaro jamais imaginou que do lado de cá existiria o Janones, jogando o jogo deles, bem jogado. Devem chorar em posição fetal toda noite por não terem previsto isso! Chora mais gado, dia 30 é 13!!!",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"@user Tu achas q é igual um tipo ter um filho ou filhos acusados, sem julgamento e mto menos sem condenacao do q um tipo q é ele proprio acusado, condenado em 3 instâncias e preso ( so saiu p questoes processuais).
Ja agora o filho do Lula é dos tipos mais ricos e fugiu p o Dubai.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user @user @user @user O único presidente que disponibilizou o mesmo tratamento que ele e sua equipe tiveram para o povo é o genocida. E não quem mandou o povo morrer em casa. Sério que vc ainda acredita que os médicos decentes cruzaram os braços e nada descobriram? Cadê sua lógica? Viu? Zumbi é pouco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Lula criou um falso sentimento no povo de que ajudava os pobres, quando na verdade só manipulava os números. A imprensa toda esquerdista ajudou a criar essa fricção Em 20 anos de esquerda. Lula deixou mais 65 milhões de miseráveis e Bolsonaro em 4 anos diminuou pela metade.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user Quem diz q não é alguém do PT ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@user @user O único vínculo dele é com o cramunhão bolsonaro.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Please help support Bolsonaro Capitão do Povo 22, add a now!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user Amigo que vergonha de vcs, comunistas safados!
Bolsonaro não falou isso!
Veja o coxtesto. Vcs são uma lástima na politica.
Uma indecência.
É por isso que vcs implantam o ódio.
Quanto mais vcs plantam essas sandices, mas temos vontande derrota-los. 
Sem vergonhas.",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"A Bíblia fala,maldito o homem que confia no homem!! Entao bolsonaro não precisa do apoio de @user ou de @user ele precisa do apoio de Deus!! VAI LA NOSSO PRESIDENTE,VOCÊ MAIS DEUS È MEIORIAAAAA!!!
Nesse2°Turnoeusou100%Bolsonaro !!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user Amigo; entenda que hoje no Brasil a inversão de valores está imperando.
Falar a verdade é crime e sensurado; mentir não é! É legal! Infelizmente! Por isso continuo Bolsonaro 22 pois não apoio bandido e não quero ter que explicar pra minha filha de 9 anos que é certo roubar.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aqueles que oprimem através da censura, são os mesmo que distorcem a verdade.

Democracia é poder chamar de genocida quem não é. 

Ditadura é proibir chamar de ladrão quem é.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Esse tipo de argumento vazio, regado a achismos por mero rancor político-ideológico cansa. Vou repetir: Bolsonaro NUNCA FOI CONDENADO POR CORRUPÇÃO. O adversário dele já. Vai votar em quem para presidente? Nele ou no outro, que já foi condenado?",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
"Adoro dia de eleição, e mais ainda hoje, com esperança de mandar Bolsonaro pro lixo da história.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
no meu feminismo não existe sororidade a mulher que votou no bozo bom dia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sem papo pra desculpa. 700 mil mortos. O neymar e podre e filho da puta igual o bolsonaro. E concorda c tudo q esse velho fala e faz.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"“Os alunos ficaram mais analfabetos do q ja eram, o ja eram foi no seu governo Lula” Bolsonaro 

MAIS ANALFABETOS foi no seu, seria isso então sr Jair? 

O burro nunca escuta oq ta falando",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
