text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
por que todos los evangelicos que conozco son medios gay?,1,0,0,1,0,0,0
Dois bandidos safados,1,1,0,0,0,0,0
Esse USER e presidente mais burro..,1,0,1,0,0,0,0
"O maluco 😂😂😂😂 percebe-se duas personalidades nele, uma louca e outra romântico",1,0,0,0,0,0,0
"cara o que mais me deixa bolado dessa porra toda é que se um maluco tivesse dado corda pro monark no momento que ele falou essa parada, eu imagino ele falando tudo que esse cara falou. mas a gente quer mesmo odiar alguem né USER pdc",1,1,0,0,0,0,0
USER vo nem falar as porcarias q vc me manda assistir,1,0,0,0,0,0,0
USER USER USER feminazi,1,0,1,0,0,1,0
Se esse cara tivesse na minha frente eu enchia de porrada,1,0,0,0,0,0,0
"Tem uns amigos do meu pai que me intrigam bastante. Vai embora porra, olha a hora aquela já é seu merda",1,1,0,0,0,0,0
Gente kkkk vcs me assustam as vezes kkkkkkkkk caralho,1,1,0,0,0,0,0
USER USER Bando de filho da puta…. Politicagem de esquerdista tem que ter um limite tbm.. ou não?!? Loola é um ladrao… deveria estar preso… Idiotas úteis. URL,1,1,1,0,0,0,0
USER Ta certo. Aqui tinha que fazer contra esses lunáticos que não querem tomar vacina 😹,1,0,0,0,0,0,0
"Que boca suja, tem esse senhor.",1,0,0,0,0,0,0
Esse corte é o verdadeiro exemplo de como a maconha acaba com a sua inteligência,1,0,0,0,0,0,0
"Não é gay, negro ou mulher que o USER odeia,é esse tipo de gente, esaa bandidagem descarada que nâo temem as leis, por isso esse homem tem que ser eleito,para mudar essa nossa realidade",1,0,1,0,0,0,0
"pessoas: ""ainn mais tá cedo pra começar a beber"" eu: "" ta cedo pro povo comecar a me magoar e eu nao to falando nada caralho """,1,1,0,0,0,0,0
"USER USER Um sacudo que banca de ""cantora"" nada contra pessoal da lgbtqia+ ....querendo ensinar o povo votar kkkkkkkkkkkkkkk fora é lula ladrão da porra ....filho dele realmente saiu da pobreza de catador de bosta no zoológico a grande empresário ... Povo retardado que acredita nele",1,1,1,1,0,0,0
"Gente, isso é jogada de marketing, pros lgtv apoiarem tal empresa, kkkkkkkk Isso é farm de dinheiro de gay",1,0,0,1,0,0,0
Muita bebida e maconha dá nisso: DERRETE O USER!,1,0,0,0,0,0,0
"Estádios cansaram de vaiar, mandar a Dilma tomar no cú e nunca vi ela tentar SENSURAR alguém, mais o BUNDA MOLE, BOLSA DE COCO quer dar o ar da graça! URL",1,1,1,0,0,0,0
USER USER USER USER USER USER é uma FOdUSER@ série! ótima citação,0,1,0,0,0,0,0
USER Só porcarias!!,1,0,0,0,0,0,0
"USER: eu “matheus opinião p essa roupa p hoje” matheus “vc tá parecendo uma velha, vai colocar uma roupa de piriguete”…",1,1,0,0,0,0,0
"USER , ele é muito louco",1,0,0,0,0,0,0
"USER USER Só se for um RETARDADO MENTAL, de achar que o cara vai jogar dia 29 provavelmente 90 minutos e forçar o cara jogar de novo dia 30, sendo que a final é dois jogos, e pode jogar normalmente no sábado, arriscar ele sendo que 8 dias depois a estreia da Libertadores!! BURRICE!",1,0,0,0,0,0,0
O tanto de trouxa que caiu nessa lorota desse cara é absurdo. Um canalha desses vira herói e o traído vira vilão. USER USER.,1,0,0,0,0,0,0
Acho q todo mundo uma hora fala merda não precisa cancela cara só por causa disso,1,0,0,0,0,0,0
Essa lei é ridícula,1,0,0,0,0,0,0
USER Ta sendo bem babaca,1,0,0,0,0,0,0
"USER o monark é uma porta, não é possível puta que pariu",1,1,0,0,0,0,0
">>63763seus amigos são verdadeiros cuzões. espero que não sejam seus únicos amigos, pois sequer dá para chamá-los assim, não quero que você acaba sozinho e imbecil como o >>63764.",1,1,0,0,0,0,0
"Prezado USER, estamos aguardando a explicação do senhor para o voto covarde e inaceitável a favor do “Orçamento Secreto”. Seu voto virou o jogo. E vcs, USER? Alguma coerência nisso? Vergonha…",1,0,1,0,0,0,0
USER tudo que precisava hoje nesse frio gostoso de bh era um macho pra me fuder gostoso 😈 URL,0,1,0,0,0,1,0
O lanche e tão lixo quanto...,1,0,0,0,0,0,0
O choro dos homofóbicos é livre... Agora só se ouve os mimimis deles...,1,0,0,0,0,0,0
"UUSERR UUSERR, UUSERR UUSERR UUSERR E MUITO MENOS UUSERR A UUSERR DO ""PROBLEMA"". UUSERR UUSERR UUSERR ESSA ATITUDE UUSERR ESTAO UUSERR UUSERR! O UUSERR É UM UUSERR IMBECIL USERM UUSERR UUSERR. O UUSERR UUSERR PODE USERR UUSERR UUSERR UUSERR UUSERR CONVERSA DE BUTECO. A PARTIR DO MOMENTO QUE AS UUSERR USER UUSERR PUBLICAS, É UUSERR TER RESPONSABILIDADE. UUSERR USER UUSERR UUSERR....ESTAR BÊBADO E FUUSERRNDO DURANTE UM UUSERR ONDE USER UUSERR UUSERR UUSERR É UUSERR CORRETA.......E UUSERR UUSERR APRENDERAM NADA COM O UUSERR CONVIDADO, QUE DEIXOU O LIVRO NO CENTRO DA MESA E UUSERR UUSERR USER QUER TIVERAM O RESPEITO DE USER E MOSTRAR PARA OS TELESPECTADORES. VERGONHA!!!!!",1,0,0,0,0,0,0
porra chovendo e essa caroçada do caralho veio fazer o que na rua meu deus?? que tanto que pergunta preço e n leva nada é esse...........,1,1,0,0,0,0,0
USER o legal e ele fala besteira ¬¬',1,1,0,0,0,0,0
"No lance na defesa que era pra marcar falta no Lucas Silva o ladrão deu vantagem, agora no ataque deu a falta. É um desgraçado.",1,0,0,0,0,0,0
"USER USER USER Ta bom otario. O Lula entrou em 2003 no governo, e o Pressal foi descoberto....kkkkkkkkkk Esses esquerdistas são os vermes desse pais URL",1,0,1,0,0,0,0
"USER sair, não faz sentido.. ele e burro, e as vezes não sabe explicar",1,0,0,0,0,0,0
Que patético esses bovinos comentando GloboLixo. Todo mundo sabe que o BozoLixo que é Lixo. Esterco,1,0,1,0,0,0,0
"O que essa turminha da igreja tem na cabeça pra pensar que esse multirão de deslikes vai mudar alguma coisa ou tirar a beleza do comercial? USER, isso é feio, é cafona, é infantil. vão procurar algo produtivo pra fazer; ajudar um pobre morador de rua ou coisa parecida, USER ensinou isso; não mandou ninguém entrar no YouTube e dar uma de babaca. Paz do senhor...",1,0,0,0,0,0,0
Tem dias que é foda ser eu e lidar com essa merda toda,1,1,0,0,0,0,0
"Agora entendo pq as pessoas ficam puta, não é deboche, é que dá muita vontade de rir😆😂",0,1,0,0,0,0,0
"Mais carácter, desgraçado, desonesto, ladrão, corrupto, fascinora. E esse tipo de gente que vive na política do Brasil, escrotos, vândalos, lixo da política brasileira URL",1,0,1,0,0,0,0
"Ela falou pouco ainda , o cara mimado passa o dia sem fazer poha nenhuma, ainda da punição para casa , ainda que quer busquem agua para ele banhar ,? USER USER falou foi pouco ainda",1,1,0,0,0,0,0
Arthur é muito escroto.,1,1,0,0,0,0,0
Marmelada a USER ter saído e o USER nojento estuprador ter ficado em 2°lugar,1,1,0,0,0,0,0
"USER USER USER Quem vai se ofender com esse nome tosco? Tosco igual a vocês aliás, no máximo da uma vergonha alheia de vocês falando como se tivessem arrasando URL",1,0,0,0,0,0,0
"USER: Negro, gay, pobre e apoiando o Bolsonaro. Vocês precisam mudar o discurso pq essa de 'homofóbico, racista' não cola mais. # _",1,0,1,1,1,0,0
Cara essa Jogo é ridícula!!!,1,0,0,0,0,0,0
USER campanha bloqueie um idiota.,1,0,0,0,0,0,0
USER A vontade que tenho é esfregar a cara desse viadinho saltitante num tolete de merda... Se o povo de Amapá eleger novamente esse traste maldito. Merece viver na miséria...,1,1,1,1,0,0,0
USER USER Muito filho da puta esse velho gaga safado,1,1,0,0,0,0,0
"USER, você defendeu! Não tem essa de má colocação! Você defendeu a criação legal de um partido nazista CLARAMENTE. VAI ESTUDAR USER SE REDIMIR",1,0,1,0,0,0,0
HASHTAG antes de ser feminazi URL,1,0,1,0,0,1,0
"USER USER USER USER 🤣🤣🤣esto crees pero importa poco porque te estoy contestando en tu lengua, haciéndo que te sientas más ridícula y tonta que antes.",1,0,0,0,0,0,0
Lei brasileira fracasso total vergonha,1,0,1,0,0,0,0
"HASHTAG HASHTAG HASHTAG valla quien lo diria, se que youtube recomienda segun lo que miras, y admito que no tengo el mejor perfil de youtube, pero tampoco te excedas me recomendaron a este abusador mal hablado y de anime, nisiquiera miro anime actualmente solo novelas. URL",1,1,0,0,0,0,0
Que dó É um vagabundo a pessoa que fez isso,1,0,0,0,0,0,0
USER USER Fica na sua aí macaca encardida,1,0,0,0,1,0,0
"USER: USER cabeludinho é uma raça maldita, espero que tomem bala perdida sem querer",1,0,0,0,1,0,0
USER USER!!!! CARA USER É O CARA USER PRA FUDÊ!!! ESSE VIDEO É DO USER ... USER TODA A USER SOBRE ESSA USER DE FILME USER AINDA USER USER É DE VAMPIRO... AGORA SOU USER USER ESTÁ DE USER,1,1,0,0,0,0,0
"USER: Esse menor pintou e bordou com essa garota, traia ela na cara de pau, não deixava a garota sair, depois que a garota não qui…",1,0,0,0,0,1,0
"Liberdade de expressão todos nós temos direito de errar ou se expressar mal, porém os dois políticos que USER levou te fudeu falar português claro... infelizmente essa é a parte da esquerda que é suja. Ela acaba com USER de uma forma horrível",1,1,1,0,0,0,0
Essa porra apareceu como recomendado pra mim wtf,1,1,0,0,0,0,0
Que se foda esse véio da havan broxa retardado,1,1,0,0,0,0,0
USER se acha a dona da fazenda. Passou da hora de sair. Mal educada!!,1,0,0,0,0,0,0
mano puta que pariu eu ia levar no meio da cara na hora q a USER fala com o Biel na mesa ( 5:27 ) eu ia rir mt USER,0,1,0,0,0,0,0
"USER essas gringas são um cu, sempre fazendo merda",1,1,0,0,0,0,1
USER é a favor da criação do Partido dos Pedofilos?,1,1,1,0,0,0,0
"Esse safado fugiu de USERrra do Mendes,USER tem q matar ele aos poucos",1,1,1,0,0,0,0
rendeu p cacete foi mt bom URL,1,1,0,0,0,0,0
USER !! USER GOSTOU MAIS DE VOCÊ DO QUE DO MARIDO USER !! 😜😜 USER USER USER DE SER USER 🤪🤪,1,1,0,0,0,0,0
Depois quando alguém fala alguma coisa ainda diz que é racismo essa mulher é podre,1,0,0,0,1,1,0
"Não existe mais conteúdo para as crianças, tá tudo misturado. Estão pulando etapas, todas confusas. E mais, além de acabar com o estômago das crianças com essas porcarias de lanches ainda estão tentando estragar o cérebro com essa idiotice indevida. Eu não fui ensinando a respeitar só algumas pessoas, fui ensinado a respeitar todas as pessoas e assim eu faço...",1,0,0,0,0,0,0
Vcs podem é fechar essa marca e tentar outra... Vcs estão falidos... Ninguém vai querer associar o nome a esta marca e os patrocinadores vão deixar vcs na mão,1,0,0,0,0,0,0
">instagado de sucesso>sem fotos no meio da balaids, festinha ou algum evento de merda>sem fotos com amigos>sem fotos com vadialheres >sem fotos em algum lugar paradisíaco>sem amigos comentando suas fotos>menos de 500 seguidorestop kek.",1,1,0,0,0,1,0
"Se o preço PARA eu seguir esse canal é VER esse monark FORA do convívio social, eu pago! FORA Bolsonaro USER, é ele que influencia esses jovens sem cultura serem IDIOTAS.",1,0,1,0,0,0,0
espero que vc leve mt ratio e que mandem as tres letrinhas pra vc sua vagabunda cadela desgraçada URL,1,1,0,0,0,0,0
"Realmente é uma merda esses modismos juvenis, assim como os seus vídeos (perdi um pouco do meu tempo de vida vendo 2). Poderia aproveitar a fama que você ganhou e abordar coisas mais úteis, do que criticar modismos e demais tosquices que sempre existiram na sociedade.",1,0,0,0,0,0,0
Nessa altura do campeonato tem que ser muito animal para seguir o Bolsonaro,1,0,1,0,0,0,0
"Se USER é amor, com certeza ele é Gay e sem religião, pois evangélicos e católicos estão se mostrando péssimos humanos, cheios de ódio no coração...",1,0,0,1,0,0,0
"USER Eles eram bullies, não gosto de gente que age dessa forma. Nunca sofri com isso, mas sei que machuca as pessoas. Aqueles 3 nunca se deram bem, pura infantilidade. Remus, embora não ajudasse, não fazia nada pra pará-los, ele mesmo fala pro Harry. E o Pettgrew… bosta!",1,0,0,0,0,0,0
"a cada instante sakura precisava ser salva por alguém, sendo que desde o inicio ela demonstrou ser super inteligente e muito forte. porra kishimoto URL",0,1,0,0,0,0,0
"USER seu raciocínio patriótico. Não aparece um sensato a favor desse governo, até os apoiadores são débeis em suas ideologias. Será que a essa altura da administração, vocês ainda não perceberam, que a vossa burrice, elegeu a égua do Bolsonaro?",1,0,1,0,0,0,0
Meu pai eterno… só tem maluco nessa história. Vergonha alheia dele pedindo 1 min de silêncio pela guerra🤦🏼‍♀️ bom do juízo esse USER não é.,1,0,0,0,0,0,0
USER USER USER es gracioso porque mientras el gringo te dice racista se fijó 5 veces en tu color de piel y elaboró una teoría si sos hispanic/latino/poc jajaja son victimas y victimarios de su propio bucle racista. Pero sos un bobi q no se entera de nada seguí comiendo y cagandote en gente,1,1,1,0,1,0,1
porque não falou que recebeu uma facada ao invés de esfaqueado? que coisa mais feia dessas mídias nojenta,1,0,1,0,0,0,0
USER USER Kkkk que mulher cretina,1,0,0,0,0,1,0
"USER Vc é um oportunista mentiroso, enganador",1,0,0,0,0,0,0
como eu sou trouxa mds,1,0,0,0,0,0,0
"vai lá andar com um 3 enorme nas costas aq no rj, vai bobo kkkkkk",1,0,0,0,0,0,0
Presidente safado,1,1,1,0,0,0,0
"USER humilhou com argumentos, enquanto ela só falava merda.",1,0,0,0,0,0,0
"USER de Idiotas , que VERGONHA",1,0,0,0,0,0,0
"USER Basta ver que pastores são donos de emissoras , políticos que usam a fé para enriquecerem a custa da desgraça do povo, quanto mais desesperado o povo mais ricos ficam esta raça maldita.",1,0,1,0,0,0,0
USER USER são uma porcaria,1,0,0,0,0,0,0
canalha!,1,0,0,0,0,0,0
"Eu ja não tenho mais palavras pra comentar esses vídeos. Puta merda, foi tudo tão mágico! ❤ URL",0,1,0,0,0,0,0
"USER USER USER Mas a Fernanda Montenegro é imortal, eu qdo nasci essa velha já era velha pra cacete e olha que já se foram 40 anos!",1,1,0,0,0,0,0
Achei que o chingo foi pouco mereceu Biel babaca,1,0,0,0,0,0,0
USER não meu cu é virgem 🙅🏻‍♂️,1,1,0,0,0,0,0
"USER USER Esse adm é cuzao, fica dando moral pra verme que fala merda do Galo o tempo todo.",1,1,0,0,0,0,0
q moda ridícula URL,1,0,0,0,0,0,0
Olha a cara do careca 👩‍🦲 segurando a risada quando começou a tocar o piiiiiiiii,1,0,0,0,0,0,0
Verdade ela tá obesa obesidade é uma doença gorda estou eu estou acima do peso e luto emagrecer graças a USER emagreci um um pouco,1,0,0,0,0,0,0
"Esse USER é uma porcaria,Idolatrando um troço desse.vao adorar a Deus",1,0,1,0,0,0,0
assobia pra mim dnv filho da puta pra vc ver se eu não te jogo uma pedra na tua cara velho infeliz,1,1,0,0,0,0,0
USER Olha... Se não é a filho da puta que o pessoal tá saudando como se fosse uma heroína... Genocida maldita!,1,1,1,0,0,0,0
insuportável lixo arrogante,1,0,0,0,0,0,0
...bando de loucos...Deus fará justiça...,1,0,1,0,0,0,0
Gente doida.,1,0,0,0,0,0,0
"USER: USER Um ambiente perfeito para a proliferação dos ratos, baratas, lagartos, cobras e tudo que é bicho escroto...",1,1,0,0,0,0,0
"USER USER têm o direito de usarem crianças para defenderem essa ideologia satãnica,com a qual , na realodade, incentivam as pessoas ao homossexualismo para diminuirem a maternidade,para se cumprir a AGENDA USER!!!! Na verdade,USER não estão nem um pouco preocupados com os direitos dessas pessoas!!!! Temos sim, que respeitsr os homossessuais,amá-los. Mas não concordar com suas práricas!!! Sei que têm muitos deles que também não concordam om atitudes como a de vocês!!!",1,1,1,1,0,0,0
crepúsculo e uma merdinha,1,0,0,0,0,0,0
"Não dá pra entender USER é como uma garota de 17, 18 anos(foda-se), fica tao dependente de alguém. e o detalhe é que ela ainda diz ser uma pessoa independente.... Quem leu lua nova sabe que isso é a maior lorota... sinceramente se eu estivesse naquele bosque e ele dissesse: eu nao te quero mais(como ele disse pra ela) minha resposta seria uma só: FODA-SEEEEEEEE!!!!!!!!!!!!!!!! Não preciso de vc pra nadaaaaaaa!!! Já que é pra dar pra alguem, que seja. eu dou pro jacob!!(Sem apologias) kkkkkkk",1,1,0,0,0,0,0
"A rede globo já matou milhões, em nome do COVID-19. Parabéns seus terroristas emocional.",1,0,0,0,0,0,0
USER E você e a terceira via mais inútil que o país tem kkkkkk,1,0,1,0,0,0,0
bbb esse ano mereceu tá só o lixo mesmo né tem um fav insuportável desse kkkk URL,1,0,0,0,0,0,0
"USER: USER Que absurdo . Jogo baixo da esquerda maléfica, isso é desisperero da esquerda maldita 😡😈😡🤑",1,0,1,0,0,0,0
USER sororidade eh aquele negócio q vcs enfia dentro do cu de vcs ne seus filhos da puta URL,1,1,1,0,0,0,0
"USER O Jesus Paralelo que é...kkkkkkkkk Esse DesGoverno tem tudo Paralelo, até um Jesus! Tudo deles tem um correspondente no Merdaverso da Terra Plana...kkkkkkkkkk E certos evangélicos até fazem arminha pro Jesus Paralelo, em pleno culto, DENTRO DA ""IGREJA""! URL",1,0,1,0,0,0,0
"USER infelizmente se perdeu a muito tempo no Flow. USER USER Drogas a combinação perfeita pra falar merda e ser cancelado. Ano passado ele USER havia falado bosta sobre racismo e um dos patrocinadores teve que emitir nota de desculpas. Agora volta para o limbo... Torço para que esse ser humano não se perca mais, mas que o cidadão seUSER punido, se assim as autoridades acharem que deve !",1,0,0,0,0,0,0
"Globo só foi Globo na época de Roberto USER, agora com seus herdeiros essa emissora se tornou uma vergonha, o povo acordou. Vocês vão falir.",1,0,0,0,0,0,0
a história dessa novela tinha tudo pra ser tao boa velho ai um filho da puta estragou tomanocuu,1,1,0,0,0,0,0
A Miley tomou um Tesão de vaca babado hoje URL,1,1,0,0,0,0,0
Da mesma forma q eu enfio o pau em algumas pessoas (mulheres) e outras não (homens). Chama-se: escolha pessoal e vt _ URL,1,1,0,1,0,1,0
"Ele pagou pelas merdas que ele falou em outros podcasts sem medir as palavras , vms ver se assim ele aprende.",1,0,0,0,0,0,0
Seus lixos nojentos deixem as crianças em paz,1,0,0,0,0,0,0
USER a putinha tá apaixonada,1,1,0,0,0,1,0
"USER USER USER em minha defesa, foi o álcool e aí juntou com o calor e fodeu tudo, mas ngm me viu saindo msm",0,1,0,0,0,0,0
"USER rapaz olhando cenário agora USER tá calma , hj viu. USERkk mulher doida mais não tem duas conversa monte de homem com barba fica se fazendo de criança de 9 anos .",1,0,0,0,0,1,0
"estou ficando com uma de 20 anos e por algum milagre ela é virgem. o problema é que eu tentei alguma coisa com ela ontem quando estava bêbado 4 vezes e ela recusou e ficou meio recuada. hoje, caiu a realização que posso ter feito merda (assédio e essas bostas), estou conversando com ela normalmente pelo app, mas acho que devo pedir desculpas pelo o que eu fiz, o que eu devo fazer?",1,1,0,0,0,1,0
USER eu to zoando mongoloide,1,0,0,0,0,0,0
"hermans sos ridícula, deja tw porfa",1,0,0,0,0,0,0
puta edição bosta,1,1,0,0,0,0,0
"USER to morrendo de orgulho de você bichinha, te amo",0,0,0,1,0,0,0
USER USER USER Babaca é quem coloca a política acima da vida de crianças.,1,0,1,0,0,0,0
USER O centrão é a desgraça desse país. Cúmplices de um governo desonesto. Esperamos que nenhum de vcs sejam reeleitos. HASHTAG,1,0,1,0,0,0,0
Parabéns boticário e que se dane os joinha negativos dos evangélicos,1,0,0,0,0,0,0
"USER Essa CORJA,que está no SENADO,são parasitas,onde estão nesta inércia(com rabo preso),sobre os mandos e desmandos do STF. VAI SER UMA QUESTÃO DE HONRA,NÃO REELEGER ESSA CORJA. A FAXINA TEM QUE SER Este ANO ou vamos ficar com esses parasitas por + 8 anos URL",1,1,1,0,0,0,0
"A USER tá doidinha pra mamar na teta do governo de novo.. o povo tá carente e sempre esteve vocês ganham com a desgraça do outros, não sou de nenhum partido não",1,1,1,0,0,1,0
Eu assisti ao episódio... e enquanto assistia dizia... isso vai dá merda! 🤷🏼‍♀️💣 Monark não se atentou a grandeza e a responsabilidade que o USER tem sendo um dos maiores e melhores podcast da história.,1,0,0,0,0,0,0
"Isso é tóxico. Se eu ficar vendo isso, é extremamente perigoso eu ter a mesma linha de raciocínio dele. Eu assisto os canais dela e esse. Mas é um equívoco o USER insistir em argumentos que está atestastando uma burrice degringolada!",1,0,0,0,0,0,0
queria sentar na tua cara — rola pelo menos um café antes ? URL,1,1,0,0,0,0,0
">>58596>assim do nada, não. ao menos construa uma proximidade antes.ah sim, não sou tão idiota de chegar já e falar se ela quer dar umazinha.>precisa mesmo de motel? eu não tenho a menor ideia. eu moro com meus país, e ela está na casa da avó dela que mora no brasil.>você dirige?sim.",1,1,0,0,0,0,0
"TIME FROUXO,TÉCNICO DE TIME DE VÁRZEA,DIRETORIA COVARDE,ISSO JÁ ERA ESPERADO E POR FIM UMA CAMBADA DE TORCEDOR BABÃO DE JOGADORES MEDÍOCRES,ESSE É O NÁUTICO.",1,1,0,0,0,0,0
"USER nao repaararam na bella? se USER gostam de garotas inteligentes olhem para ela uai nao pro gay do edward, ela é altruista, responsavel meio timida e muito inteligente. gosto do jeito dela.fico feliz por ter alguem assim do meu lado.. no meu colegio USER vejo putas se maquiando e tentando ser goxtosas...",1,1,0,1,0,1,0
"Absurdo ver jornalistas como esses passando um pano para um estuprador. O depoimento desse cara é perceptível as mentiras. Precisamos parar de apoiar psicopatas como esse. Uma coisa é um morador de rua que teve problemas inúmeros na vida, outra coisa é um morador de rua estuprador e criminoso. Tenho certeza que ninguém aqui confiaria sua esposa ou filha meia hora sozinha com um maníaco como esses!",1,1,0,0,0,0,0
"USER USER ? Então USER não come carne de porco, não mistura linhos de roupas , não come carne de camarão, não permite que nenhuma mulher de sua familia corte o cabelo, e se não for submissa ao homem USER aceita de boa que ela seja apedrejada em público ? Ou só usa o termo pecador quando convém sua homofobia ?",1,0,0,0,0,0,0
USER kauany aquele satanás,1,1,0,0,0,0,0
"Eu vejo esses mano que estão na mesma correria e todos tentando alcançar o mesmo objetivo mas o ego e o orgulho é tão grande que é um diminuindo o outro, porra mano vamos se ajudar..deixar a cena do underground lá em alta, e se você tá começando agora..Boa sorte!!🙏🏼✌🏻",0,1,0,0,0,0,0
USER FRACASSADO!! VAGABUNDO!!!!,1,1,0,0,0,0,0
"Essa galera num era pra tá querendo ouvir explicações de Bolsonaro e do USER USER não? Por isso o USER tá desse jeito pq o povo é fanático por político mano, qual o medo que um político no USER tem de fazer uma cagada? Nenhuma",1,0,1,0,0,0,0
"USER: Era arrancar a cabeça a esse animal, nojento do caralho",1,1,0,0,0,0,0
Eu devo ter uma plaquinha na minha cara escritor TROUXA,1,0,0,0,0,0,0
"USER USER USER Pela democracia para evitar Corno Golpista como o Cornão do Vivendas, o vizinho d miliciano e q fazia rachadinha contratando a família do miliciano do escritório do crime",1,0,1,0,0,0,0
USER USER eh pra jogo babaca,1,0,0,0,0,0,0
USER USER não envolve USERa religião no assunto pUSER USER USER acredita não é o mesmo USER todo mundo. A porra do Brasil é laico e não adianta USER jogar USERa religião pra cima dos outros.,1,1,0,0,0,0,0
Os do mc são piores ainda,1,0,0,0,0,0,0
"USER 😂😂😂😂😂😂😂Eres tan imvd il que tu comparación no sólo es ofensiva sino estúpida, Porky le kilómetros de capacidad y de preparación a la ignorante y mafiosa de Indira que se aprovecho de la muerte de su padre para robarle al estado",1,0,0,0,0,0,0
"Nem cara de mendigo USER tem l, maluco",1,0,0,0,0,0,0
outra decepção que vou ter que sofrer ouvindo 130 mood pq o Dean nn lança álbum novo de corno,1,0,0,0,0,0,0
"USER USER USER deve ser linda né? USER ela fica do jeito que quiser caralho, o povo se incomoda demais com a estética dos outros",1,1,0,0,0,0,0
VOCÊS NÃO IMAGINAM O TESÃO QUE EU TÔ PRA CONSERTAR ESSE PAÍS! - LULA NO PODPAH,1,1,1,0,0,0,0
166.729??? É muita gente dentro de um armário se organizar todo mundo transa. Pra que briga?,0,1,0,0,0,0,0
"eu li, e gostei... mas USER tem razão em tudo que disse! é mesmo uma merda..rs mas, todas as historias de amor são iguais...rs entao é uma merda mas eu gosto..rs",1,1,0,0,0,0,0
Marditas ganas de mamar cuca,0,1,0,0,0,0,0
USER acariciando la bannana del demente,1,1,0,0,0,0,0
"USER Esses senadorzinho não passa de um vagabundo, picareta, do Centrão, representantes de criminosos!",1,1,1,0,0,0,0
"USER USER Você não deve saber nem diferenciar gênero de orientação sexual e vem falar de ""direções sexuais""? A repulsa só deve existir quando diz respeito às suas relações, se o simples fato de outros homens se relacionarem (sem interferir em nada na sua vida ou sexualidade) te incomoda, tem algo psicologicamente errado aí. Como eu disse: não foi mostrado nenhum motivo racional contra o video, nenhum! Nem social, muito menos fisiológico. Simplesmente não gostar é uma coisa e isso nem precisa de motivos, mas amar ou repudiar sem razão é algo totalmente alienado. Sobre ""marketing"", a USER mostrou um casal gay com um filho em destaque no comercial do maior evento esportivo dos EUA, repercutindo no mundo, meia dúzia surtou (sendo algo polêmico) e você e ignorantes como você estão se matando por dentro por causa de um abraço entre homens (nem citam as mulheres, ham). Pobre iludido e preconceituoso, não tome USER na América do Norte, é pior que usar Boticário por aqui. =/",1,0,0,0,0,0,0
"tô a quase meia hora esperando a sofia aq embaixo, a bicha sumiu",0,0,0,1,0,0,0
Manda esse careca fica quieto,1,0,0,0,0,0,0
"O cara veio aqui falar de novo que é a favor do partido ""comunista"" só n disse nazista, mais o cara n se mostra arrependido em nada.... N tem mais noção de realidade nem noção de história, o USER matou milhares e milhares de pessoas no mundo, e em exclusive os USER... Nazismo não se debate, não se comenta. Intolerância zero",1,0,1,0,0,0,0
USER USER USER Caralho eu nunca tinha visto um acéfalo assim,1,1,0,0,0,0,0
"Foda vai ser ver o troxa do davy jones no flow, puta que pariu",1,1,0,0,0,0,0
"No proprio debate com A menina do Kim USER , ele devia ter recuado e reconhecido que falou merda , mas USER , ele insistiu na merda , agora USER mais vai assistir esta bosta sem Monark USER ironico",1,1,0,0,0,0,0
Isto e um horror ridiculo estes ensinamentos não provem as crianças aprenderem,1,0,1,0,0,0,0
porraaaaaaaaaaaaaaaaaaaaaaaaaaaa,0,1,0,0,0,0,0
"USER Por sua culpa, velho gagá, senil, fraco, bunda mole.",1,1,0,0,0,0,0
"Ó sangue saí depois pessoa,faz ó teste enfie uma faca na barriga é puxe rapidamente pra ver se à faca vai sair suja dps fale ó resultado para nós",1,1,0,0,0,0,0
USER USER USER Tu pedindo pica e eu empurrando no cu,1,1,0,0,0,0,0
Se feia,1,0,0,0,0,0,0
[3/8 13:46] Amanda Rodrigues 🌸: vamos ficar em casa vendo um filmezinho [3/8 13:46] Iara Araújo: Filmezinho é meu cu apitando Amanda gente...,1,1,0,0,0,0,0
"caralho, que tapa na fuça que eu tomei",1,1,0,0,0,0,0
USER Eu não estou nem aí com você se é gay o não mas que vc não vale merda não vale mesmo,1,0,0,1,0,0,0
Texto totalmente parcial e mentiroso do Jornal. A manifestação foi de apoio ao Presidente. Uma porcaria de jornal.,1,0,1,0,0,0,0
USER devia ganhar o prêmio de cara mais burro do Brasil.,1,0,0,0,0,0,0
(sem uma PORRA de um motivo) USER USER vc é hilário,1,1,0,0,0,0,0
"USER USER Tá difícil! Acho que aquele outro da Mia deve ter apagado por conta disso! Ou por imbecilidade de não gostar de ver os outros brincarem! Mas, vamos ao que interessa! ""Cê"" tem uns primos bons, hein!??! Prefiro o telefone desse!! E pelo filme que ele fez, sei que tenho que pagar!🤣",1,1,0,0,0,1,0
USER USER Calma biba relaxa seu petistas irustido kkkkkkkkkkkkkkkkkkkkkkkkkkk,1,1,1,1,0,0,0
"USER tô cobtigo brother, desde a época do 3k , te desejo todo sucesso, sempre achei q vc deveria fazer esse programa sozinho, o Monark e USER USER USER , mas é boa pessoa, mas cagou no pau. Boa sorte igão",1,1,0,0,0,0,0
