text,homophobia,obscene,insult,racism,misogyny,xenophobia
@user ah então é coisa boa rsrsrs,0.0,0.0,0.0,0.0,0.0,0.0
vedevaldo indo a abi no rio e quem o aguardava nosso posvo decente. que seja assim a cada canto q for.,0.0,0.0,1.0,0.0,0.0,0.0
"@user @user e aí, bumbum guloso?",1.0,1.0,0.0,0.0,0.0,0.0
"Bom dia amores 💞
Passando pra matar a saudade, estou off ainda.
 da minha loirisse 👩🏼

@user
@user",0.0,1.0,0.0,0.0,0.0,0.0
"me liiiiiga 
me manda um telegrama 
uma carta de amor 
que eu vou até lá 
eu vou",0.0,0.0,0.0,0.0,0.0,0.0
"@user família é quem fecha, meu sangue até mosquito tem",0.0,0.0,1.0,0.0,0.0,0.0
mds eu ainda to meio bugado dos três ultimos eps de evangelion aaaaa,0.0,0.0,0.0,0.0,0.0,0.0
@user q casal mais geek. gostei. um com camisa do bowser e outro com ícone das relíquias da morte,0.0,0.0,0.0,0.0,0.0,0.0
"@user o governo é de direita, o presidente coloca na comissão quem ele quiser. é difícil entender isso?",0.0,0.0,1.0,0.0,0.0,0.0
"@user na moral, quer assunto cmg????? chega já zoando to cnsd de responder “oi, tudo bem?”",0.0,0.0,0.0,0.0,0.0,0.0
"@user pois é, mas o salário aqui é bem melhor também, então acaba compensando",0.0,0.0,0.0,0.0,0.0,0.0
@user ela é do mal? droga tá me dando vontade d assistir pra entender,0.0,0.0,0.0,0.0,0.0,0.0
"@user nossa, se eu vejo um mano fazendo isso na minha frente eu mato",0.0,1.0,0.0,0.0,0.0,0.0
sotaque paulista é muito chatooooooooooooo,0.0,0.0,0.0,0.0,0.0,1.0
puta que pariu to triste que vídeo lindo,0.0,0.0,0.0,0.0,0.0,0.0
"atualmente, a oab é a vergonha de todo advogado direito, ninho de bandidos.",0.0,1.0,1.0,0.0,0.0,0.0
tenho que me converter e sair dessa vida que deus não gosta,0.0,0.0,0.0,0.0,0.0,0.0
"so queria um ombro p eu chorar td que eu quero chorar, sério 😪",0.0,0.0,0.0,0.0,0.0,0.0
toddy só faz eu passar vergonha kkkkkkkkkkkkk,0.0,0.0,0.0,1.0,0.0,0.0
"@user vrdd kkk to fora disso, bateção de cabeça deixo pra elas, eu quero é paz rss",0.0,0.0,0.0,0.0,1.0,0.0
"@user eu absorvo mt a dor das pessoas e as vezes isso é ruim, pq sofro por algo que nem é cmg",0.0,0.0,0.0,0.0,0.0,0.0
"Hoje foram afastados integrantes da comissão que há anos tenta dar respostas a pessoas sofridas como minha querida avó. Minha solidariedade aos que deixam tão relevante missão, com a certeza de que cumpriram seu papel.",0.0,0.0,0.0,0.0,0.0,0.0
quando for mãe o pai do meu filho tem de falar assim c ele 😂,0.0,0.0,0.0,0.0,0.0,0.0
alguém sabe onde eu posso encontrar um all star branco em imbituba?,0.0,0.0,0.0,0.0,0.0,0.0
zoeira trocaram meus exames kkkkkkkkkkkkkkkkkkk,0.0,0.0,1.0,0.0,0.0,0.0
@user @user @user vamo kakakakka a casa tb,0.0,0.0,0.0,0.0,0.0,0.0
ansiosa por isso 🤗,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user vc está se cagando hein!!! tadinha da militante lula livre,0.0,1.0,1.0,0.0,0.0,0.0
@user pensa no bar nas horas vagas ana,0.0,0.0,0.0,0.0,0.0,0.0
"virou point de são cristóvão, venta pra lá todo final de semana",0.0,0.0,0.0,0.0,0.0,0.0
@user exatamente! quer me dar desconto me fala pelo menos metade do preco ou 2 por 1,0.0,0.0,0.0,0.0,0.0,0.0
@user todo mundo cala a boca que chaetzu tá passando na tml sendo a coisinha mais preciosa do mundo,0.0,1.0,0.0,0.0,0.0,0.0
@user minha mãe reclamando das coisas que eu não conto p ela kkkkk,0.0,0.0,0.0,0.0,0.0,0.0
"fansites podres de rico pagando pra colocar fancam em anúncio no Youtube, esse é o tipo de anúncio q eu nunca pulo kkkk",0.0,0.0,0.0,0.0,0.0,0.0
"acho tão feio mulher q surta por qualquer coisa, que sai pros lugares e fica emburrada atoa🤦🏻‍♀️",0.0,0.0,0.0,0.0,1.0,0.0
@user o importante é ter saúde,0.0,0.0,0.0,0.0,0.0,0.0
é chunga dizer mas eu sou gay e seguem-me mais gajas do q gajos,0.0,0.0,0.0,0.0,0.0,0.0
"mulher: oi quer ficar cmg?

homem: não

mulher: ok

homem: oi quer ficar comigo?

mulher: não

homem: ata eu n queria mesmo VC É MO piranha (insulto) TOMAR NO SEU cu arrombada, EU NUNCA QUIS FICAR COM VC SÓ TAVA TE TESTANDO",0.0,1.0,1.0,0.0,1.0,0.0
@user @user não é o mesmo universo né então vá que,0.0,0.0,0.0,0.0,0.0,0.0
vou é aproveitar ela.,0.0,1.0,0.0,0.0,0.0,0.0
"@user olha o absurdo q vc pensa de mim, mô",0.0,0.0,0.0,0.0,0.0,0.0
esse veneno de pernilongo t fazendo mal ate p mim e os danado tao aq bem de boa,0.0,0.0,0.0,0.0,0.0,0.0
"Está havendo uma forte censura por parte das redes sociais contra os canais de direita.

Um espaço que deveria ser plural não está dando oportunidade para opiniões diversas. É lamentável, viu...",0.0,0.0,0.0,0.0,0.0,0.0
ele foi feito pra encher de abraços e eu queria tanto... 🥺,0.0,0.0,0.0,0.0,0.0,0.0
@user tem meu voto com toda certeza!! indicada merecidamente.,0.0,0.0,0.0,0.0,0.0,0.0
@user aproveita e entrega tudo pra pf.,0.0,0.0,0.0,0.0,0.0,0.0
@user @user Será que tudo que funciona bem ao lado do povo de bem tem perseguição de pessoas que carregam em seus corações um ódio tão grande que nem se quer pensam que Deus está acima de tudo e de todos? mais eu acho que é exatamente essa frase que os incomodam eles querem ser Drs: da razão,0.0,0.0,1.0,0.0,0.0,0.0
"@user o que pode ser mais forte
que o coração da gente
que se quebra em tantas partes
e ainda bate",0.0,0.0,0.0,0.0,0.0,0.0
"⚛ Excelente medida!!!!""Bolsonaro desaparelha Comissão de Mortos e Desaparecidos e coloca para fora o petista Paulo Pimenta do órgão – Noticia Brasil Online via @user NBO04169435",0.0,0.0,1.0,0.0,0.0,0.0
@user nao concordo... acho q deveria ser preso ou pena de morte,0.0,0.0,1.0,0.0,0.0,0.0
"@user @user @user Colunista social, COAF é uma coisa e PF é outra. COAF responde ao Ministério da Economia e PF ao Ministério da Justiça. Volta a escrever sobre aquelas festas que vc ia e podia comer e beber de graça mediante uma notinha na Folha 👍",0.0,0.0,1.0,0.0,0.0,0.0
valente susto que apanhei hoje com o bruno... o que importa é que está tudo bem,0.0,0.0,0.0,0.0,0.0,0.0
@user @user e foda-se a ancine!!! kkkk,0.0,1.0,1.0,0.0,0.0,0.0
"Eu sou flop mas blz!

Gente o BTS está passando o Now United por poucos votos, vamos tentar passar. Imaginem a felicidade dos nossos anjos quando ganharem!

Comenta um vídeo sobre o Now United que vc goste usando:",0.0,0.0,0.0,0.0,0.0,0.0
@user perfeito vou na hora.,0.0,0.0,1.0,0.0,0.0,0.0
"claro que eu, catarina alves, ouvi isto e virei logo a boneca. disse “qual é a necessidade de responder assim a alguém que foi simpática para si e está apenas a fazer o seu trabalho?” e ela diz “mas ‘tá a meter-se pra quê?”",0.0,0.0,0.0,0.0,0.0,0.0
trajado de sufgang assim que elas gosta,0.0,0.0,0.0,0.0,0.0,0.0
"mano a fatura do cartão de crédito, eu me avisei mas não me escutei",0.0,0.0,0.0,0.0,0.0,0.0
odeio quando meus amigos me devem,0.0,0.0,0.0,0.0,0.0,0.0
@user @user seu recalcado sem carater babaca,0.0,0.0,1.0,0.0,0.0,0.0
"@user claro que sim!

paulinha na fab",0.0,0.0,0.0,0.0,0.0,0.0
"bem, fora a genialidade desses casos, é basicamente como funciona minha cabeça. e eu não trocaria isso por nada.",0.0,0.0,0.0,0.0,0.0,0.0
"os poetas odeiam o ódio e fazem guerra à guerra.

tema: poeta
[pablo neruda]",0.0,0.0,0.0,0.0,0.0,0.0
"aí eu trouxe duas caixas de alfajor, ela e o nojento do namorado comeram TUDO, sem me perguntar se eu queria ou deixar algum pra mim, sorte q eu trouxe uma caixa a mais e escondi",0.0,0.0,1.0,0.0,0.0,0.0
@user @user olha parece um neném,0.0,0.0,0.0,0.0,0.0,0.0
",.Envio de nomes para as Correntes: umbanda.yorima.rj@user ou umbanda.yorima.rj2@user
Atenção: Por determinação do Mentor da casa, devemos responder a todos. Portanto só recebemos nomes para as correntes pelos e-mail's.",0.0,0.0,0.0,0.0,0.0,0.0
a maior torcida do mundo 🔴⚫,0.0,0.0,0.0,0.0,0.0,0.0
3:28 e o transito da entrada ja ta pessimo deus me defenda mas eu não vou deixar pra voltar 5 da tarde vou no terminal msm,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user da um ali em cima Pfv 🙏🏾🙌🏾❤️custa nd,0.0,0.0,0.0,0.0,0.0,0.0
"@user 🆘CHEGAdeCORRUPÇÃOeIMPUNIDADE
🔥ENQUANTOhouverDEMOCRACIA,oPoderEmana DoPovoArt1§1CF🇧🇷BRASIL🆚️AsMURALHASdoJUDICIÁRIO eCANALHASdoLEGISLATIVO🤡
❌STFilegítimo&amp;inconstitucional🚔 
❌MinistrosSemReputaçãoIlibadaArt101CF
⚠️RISCOaoEstadoDemocrático🔰
👉 🇧🇷@user 🤖📣",0.0,0.0,1.0,0.0,0.0,0.0
"@user fato...""corpo bonito é aquele que tem uma mulher feliz dentro dele"".",0.0,0.0,0.0,0.0,0.0,0.0
@user @user se fodeu noiado,0.0,1.0,1.0,0.0,0.0,0.0
"@user 

Todos os terceiros citados nos diálogos de Moro, Deltan e sua trupe não negaram... E não esqueçam, desde o começo a própria Lava Jato confirmou a autenticidade dos diálogos... A maior galera tem amnésia seletiva.",0.0,0.0,0.0,0.0,0.0,0.0
@user por que vocês me fazem sofrer????? 😭,0.0,0.0,0.0,0.0,0.0,0.0
@user tenho fé q vc vai parar 🥰🙏🏻,0.0,0.0,0.0,0.0,0.0,0.0
li o início e pensei que ela tava falando de cordovil kkkk,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user Pedimos só para que tenham paciência, que se der tudo certo logo logo já iremos marcar um dia para o MEGA MUTIRÃO e se Deus quiser ano que vem já teremos PM no Brasil, mas antes tenham calma, sem afobações que JUNTOS vamos conseguir.",0.0,0.0,0.0,0.0,0.0,0.0
Ler para se informar. Se informar para refletir. Refletir para criticar. Criticar para poder mudar. Vale a pena ler a análise do @user .,0.0,0.0,0.0,0.0,0.0,0.0
"Compartilhem thread sobre aquecimento global sim, conscientiza pessoas sim, nós estamos muito atrasados em relação a isso, mas apenas de você mostrar e fazer pessoas mudarem seus conceitos, já ajuda bastante, eu acho lindo quem tira seu tempo para fazer algo do tipo +",0.0,0.0,0.0,0.0,0.0,0.0
"Dinheiro pode dar uma vida de ostentação, mas nunca te dará luz própria, amor próprio, caráter, personalidade e nem coração bom!
Sou feliz com o pouco que tenho 👐",0.0,0.0,0.0,0.0,0.0,0.0
perdi por burrice parabéns kelvin vc é uma chacota,0.0,0.0,1.0,0.0,0.0,0.0
@user vou abrir o olho e não à comprar ultima da hora,0.0,0.0,0.0,0.0,0.0,0.0
tô ficando com sdds ao pensar..em ir embora 🎶,0.0,0.0,0.0,0.0,0.0,0.0
@user nem sei o que tá acontecendo...,0.0,0.0,0.0,0.0,0.0,0.0
"""infelizmente somos humanos.""

é o que há.",0.0,0.0,0.0,0.0,0.0,0.0
"@user isso a globo lixo (insulto) não mostra......
🇧🇷",0.0,0.0,1.0,0.0,0.0,0.0
quem inventou o ciúmes não tinha ideia do que estava fazendo.,0.0,0.0,0.0,0.0,0.0,0.0
"Ainda não acredito que fui catar no site (que bloqueou pro Brasil), mas muito feliz que copiando o nome em chinês consegui uma versão maiorzinha *obrigada meu deus in joelma's voice*",0.0,0.0,0.0,0.0,0.0,0.0
"@user tenho vontade, falta dinheiro kkkk",0.0,0.0,0.0,0.0,0.0,0.0
peguei um susto com rg e cpf no topo dos trends!! já pensava que o bostanario tinha feito mais uma cagada.,0.0,0.0,1.0,0.0,0.0,0.0
que audiência kkkkkkkkkk,0.0,0.0,0.0,0.0,0.0,0.0
"@user meta: 50 rts nessa foto e cinquenta comentários com a tag. vamos? 
artista internacional favorito",0.0,0.0,0.0,0.0,0.0,0.0
"sente falta de algo? — sim, da minha carteira assinada 😭💔🥀",0.0,0.0,0.0,0.0,0.0,0.0
@user @user hahahahahah out talvez os dois,0.0,0.0,0.0,0.0,0.0,0.0
"[ au! chensung ]

» aonde jisung, um dos meninos mais populares da escola resolve chamar chenle, o aluno novo da sua sala para andar com você e seu grupinho.",0.0,0.0,0.0,0.0,0.0,1.0
@user ela falou com a garota,0.0,0.0,0.0,0.0,0.0,0.0
"@user amar dói?
hey sabe o que dói? você descobrir que aquela pessoa que você achava ser diferente de todos, é igual ou pior que to…",0.0,0.0,0.0,0.0,0.0,0.0
"rinite é um negócio do cão, o tempo nem começou a virar direito e já to com o nariz coçando e escorrendo",0.0,0.0,0.0,0.0,0.0,0.0
"@user mais uma mamadeira da lei rouanet, que ficou sem patrocínio do governo. se fosse boa artista, tava calada e trabalhando...",0.0,0.0,1.0,0.0,1.0,0.0
"Bicho, a quantidade de alunos em sala é um puta determinante da qualidade da aula. Brizola volte por favor pra construir mais escola pra gente.",0.0,1.0,0.0,0.0,0.0,0.0
@user depois dessa preciso de no mínimo um gin,0.0,0.0,0.0,0.0,0.0,0.0
"ATENÇÃO DITEITA UNIDA

Ninguém vai calar nossa vóz! Bora convocar essa galera para gritar FORA STF! Vamos para as ruas!!!

 

Dê e use a Tag nos comentários para subir mais rápido! 👊🇧🇷",0.0,0.0,0.0,0.0,0.0,0.0
"Galera, tão sabendo que dia 30/08 vai rolar show de lançamento do meu álbum na @user né ? Vai ser junto com minha mana @user e vai ser d+! Decidi sortear um par de ingressos pra curtir esse dia !! Vai lá no meu instagram e participa:",0.0,0.0,0.0,0.0,0.0,0.0
seja bem vinda em casa planta,0.0,0.0,0.0,0.0,0.0,0.0
"@user Lamentável. Finalmente uma voz dentro do governo que ousou dizer a verdade, alguém que realizava um trabalho sério, mas que se tornou mais uma baixa dessa onda obscurantista liderada pelo antipresidente.",0.0,0.0,0.0,0.0,0.0,0.0
"Gente, hj presenciei uma cena absurda e cruel, um gatinho estava preso por corrente num quintal, na chuva, pedi pra proprietária da casa se ela doava ele, ela disse que poderia levar, mas n posso. SE ALGUÉM TIVER INTERESSE EM ADOTAR ME CHAMA DM, eu pego o gato e entrego+",0.0,0.0,0.0,0.0,0.0,0.0
"🚨🚨🚨SORTEIO, SORTEIO, SORTEIO!🚨🚨🚨

🔝🔝🔝🔝🔝🔝🔝

Concorra a um KIT DIA DOS PAIS PERSONALIZADOS 
(CAMISETA + CANECA) 
🤩🤩 Na faixa!🤩🤩

Siga as instruções:
🔝🔝🔝🔝🔝🔝🔝
- Seguir o Instagram...",0.0,0.0,0.0,0.0,0.0,0.0
"@user olha aqui , eu não to brincando 🤬",0.0,0.0,0.0,0.0,0.0,0.0
falaram no jornal que aqui tem chances de chegar a 4 graus e em outras regiões até nevar com a temperatura abaixo de 0,0.0,0.0,0.0,0.0,0.0,0.0
segunda foto seguida hein galera 🤠🤠🤠🤠🤠🤠🤠🤠,0.0,0.0,0.0,0.0,0.0,0.0
os dois gostam de moda arte etc lógico que vão ter um gosto parecido inferno,0.0,0.0,0.0,0.0,0.0,0.0
@user se n gosta ela deveria ficar calada,0.0,1.0,0.0,0.0,0.0,0.0
podem até tentar mas a conexão entre duas pessoas que já se conhecem muuuuito bem jamais vai ser entendida por terceiros,0.0,0.0,0.0,0.0,0.0,0.0
vou tirar um cochilo e sonhar que o salario caiu na conta k k kk,0.0,0.0,0.0,0.0,0.0,0.0
@user menino daniel alves passando pela sua timeline.,0.0,0.0,0.0,0.0,0.0,0.0
"@user nem colocam, esse tipo de pessoa não tem criatividade pra sentir tesão em nada que não seja coito",0.0,1.0,0.0,0.0,0.0,0.0
@user senhor quer dizer miseros rodapés de noticias.,0.0,0.0,0.0,0.0,0.0,0.0
essa casa é o inferno mesmo...,0.0,0.0,1.0,0.0,0.0,0.0
"@user demorou, mas que bom que chegou.",0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user cada idéia kkkkkkkkkkkkkkkk,0.0,0.0,0.0,0.0,0.0,0.0
"@user Nos EUA é impressionante como tudo é lindo, as bananas têm todas o msm tamanho, sempre o msm sabor, os camarões tb são maravilhosos...",0.0,0.0,0.0,0.0,0.0,0.0
@user e tu tá ligada que ele ainda paga de desconstruído mesmo tendo uma produção que claramente é podre nesse sentido,0.0,0.0,0.0,0.0,0.0,0.0
@user @user então me aguarde,0.0,0.0,0.0,0.0,0.0,0.0
eu morro de rir com a família da layza 😂,0.0,0.0,0.0,0.0,0.0,0.0
"@user 🤣🤣💣👮‍♂️
xadrez no verdinho",0.0,0.0,0.0,1.0,0.0,0.0
@user kkkkkkkkkkkk sua cara fazer isso amigo,0.0,0.0,0.0,0.0,0.0,0.0
kkkkkkkk o cara do uber do eh especializado em lógistica fazendo várias contas aq e eu to rindo sem entender nada,0.0,0.0,0.0,0.0,0.0,0.0
"pedro me liga só pra eu saber q ele nao se esqueceu de mim kkkk, ele na correria liga, fala o básico e diz q vai me ligar dnv kkkk❤",0.0,0.0,0.0,0.0,0.0,0.0
@user Imagina mandar mensagem pro uber dizendo que vai levar o Luan Santana com vc kkkkkk,0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user sonha mais tiazona.,0.0,0.0,1.0,0.0,0.0,0.0
"Colocar a Noeul pra dormir comigo de manhã foi a pior decisão que tomei hoje, porque acordei um tempo depois com ela tentando colocar os dedinhos dentro da minha boca.",0.0,0.0,0.0,0.0,0.0,0.0
"Eu sei que És por mim
E está me restaurando
Cada mágoa e fracasso,
Cada sonho despedaçado,
Você é o Deus que vê
O Deus que me resgatou
Essa é minha história",0.0,0.0,0.0,0.0,0.0,0.0
@user como eu queria estar acabando com meu stress 🔥😈,0.0,0.0,0.0,0.0,0.0,0.0
Olá @user precisamos estar atentos à tramitação do PL abaixo. Através dele os controladores das mídias estão tentando retomar o domínio sobre a narrativa dos acontecimentos e calar as vozes insurgentes das redes. Os PIGs vestem verde oliva.,0.0,0.0,0.0,0.0,0.0,0.0
@user tão gastando pouco com verbas de midia né???? vocês são petistas dr sangue.,0.0,0.0,1.0,0.0,0.0,0.0
"@user se cair eu ajoelho para pegar a toalha, e aproveito para mamar bem gostoso.",0.0,1.0,0.0,0.0,0.0,0.0
@user sai daí kbção .😂😂😂😂,0.0,0.0,1.0,0.0,0.0,0.0
@user tubarão/sc,0.0,0.0,0.0,0.0,0.0,0.0
"minha mãe já deixou 
eu quero muito 
só falta a coragem",0.0,0.0,0.0,0.0,0.0,0.0
@user @user @user a andreia neves ( irmã do aécio) mandou lembranças!,0.0,0.0,0.0,0.0,0.0,0.0
"ué, se tu não gosta do som é só não escutar",0.0,0.0,0.0,0.0,0.0,0.0
"@user coe mn sinceramente, mulher machista eh a pior coisa do mundo!!!!!!",0.0,0.0,1.0,0.0,0.0,0.0
"@user @user felizmente os solos sempre fizeram diferença. aquele paredão da carol que o diga. 

paulinha na fab",0.0,0.0,0.0,0.0,0.0,0.0
"e começamos agosto

o oitavo mês do ano

o mês que não acaba

o mês mais sofrido

o mês do infinito

sabe o que isso significa????

nada!!!!

pq vc é foda, vai contornar esse mês sem nenhum problema e no final ainda vai falar

já acabou agosto???",0.0,0.0,0.0,0.0,0.0,0.0
mano essa porra d pinterest ta de palhaçada comiho toda hora esse lixo (insulto) trava aberraçao do caralho vai tomar no cu,0.0,1.0,1.0,0.0,0.0,0.0
@user @user será que vão mandar 4 advogados de avião para os hackers também?,0.0,0.0,0.0,0.0,0.0,0.0
o q é sco p tu mana ? fico igual uma trouxa vendo isso no tt e não faço ideia do q seja,0.0,0.0,0.0,0.0,0.0,0.0
"cheguei à conclusão que todas as minhas amizades começaram do ódio kjjjjjkk todas, antes de serem minhas amigas me odiavam",0.0,0.0,0.0,0.0,0.0,0.0
"eu fui tão palhaça nesses últimos dias com toda a história do renjun, comeback do nct u que eu planejei inteiro, entre outras história da neocity, que agora vou só rir assim como as pessoas que tão por aí rindo enquanto eu sou palhaça, vou levar na boa e rir",0.0,0.0,0.0,0.0,0.0,0.0
@user @user olha isssooo,0.0,0.0,0.0,0.0,0.0,0.0
o meu eu irracional falando com meu eu racional pra usar o cartão de crédito,0.0,0.0,0.0,0.0,0.0,0.0
pq é tão difícil autorizar um dispositivo no internet banking da caixa??????,0.0,0.0,0.0,0.0,0.0,0.0
"@user @user @user SÓ drogado noiado,não vão convidar a escrava Isaura, não perceberam que hoje vcs artistas defensores do socialismo viraram chacota,não influenciam ninguém além da turminha insana ,não tem efeito na maioria do povo os protestinhos seus hipócritas.",0.0,1.0,1.0,1.0,0.0,0.0
@user grande china....aquela do elefante no buraco da agulha foi foda né militão.... abraços...,0.0,0.0,0.0,0.0,0.0,1.0
@user olha como vc fala cmg heim te deixo careca garota😂😂,0.0,1.0,1.0,0.0,1.0,0.0
"@user fico pensando o que a pessoa que abrevia a palavra ""casa"" faz com o tempo que sobra.",0.0,0.0,0.0,0.0,0.0,0.0
"palavras não têm significado
e são esquecíveis",0.0,0.0,0.0,0.0,0.0,0.0
"minha avó n quer me dar uma cama de casal pq tem medo q eu arrume outro namoradinho, me viro muito com uma de solteiro",0.0,0.0,0.0,0.0,0.0,0.0
queria que meus amigos axell e robson fossem pro volei hoje,0.0,0.0,0.0,0.0,0.0,0.0
amém meu celular chegou agora podem me chamar no zap,0.0,0.0,0.0,0.0,0.0,0.0
"“Queria estar passando raiva com o governo Haddad”
PUTZ, NÃO! Queria um governo relativamente dentro das CNTP que me possibilitasse ficar o tempo todo postando gif de gatinho no facebook. Isso sim.",0.0,0.0,0.0,0.0,0.0,0.0
mas ela ja nao pensa mais em mim,0.0,0.0,0.0,0.0,0.0,0.0
@user @user só tenho uma coisa a dizer,0.0,0.0,1.0,0.0,0.0,0.0
@user sua mão não cair se você me pegar pela cintura me colocar na parede e me dar uns beijos,0.0,1.0,0.0,0.0,0.0,0.0
@user por que? o que você tá sabendo... conta pra nós!,0.0,0.0,0.0,0.0,0.0,0.0
@user @user to arrepiada cuzão,0.0,1.0,0.0,0.0,0.0,0.0
linda! parabéns pelo namoro.,0.0,0.0,0.0,0.0,0.0,0.0
@user eu e maridinho... biquíni novo. espero pegar logo a marquinha.,0.0,0.0,0.0,0.0,0.0,0.0
@user apoiado glenn!,0.0,0.0,0.0,0.0,0.0,0.0
"🌵🇧🇷 MERECE 👍
O biólogo Richard Rasmussen recebeu da @user título de Embaixador do Turismo Brasileiro. Após reunião com o presidente @user ontem (1), o biólogo explicou como este título vai permitir que ele promova o País no exterior.",0.0,0.0,0.0,0.0,0.0,0.0
"legal bm hj q eu tô sozinha no museu ,resolve aparece excursão",0.0,0.0,0.0,0.0,0.0,0.0
arthur foi pra casa do titio dele ❤️,0.0,0.0,0.0,0.0,0.0,0.0
"Quero chegar em um Patamar que eu vá fazer uma compra e quando o vendedor falar o preço, eu diga igual o Lucas Lira:

""eu não tô procurando o melhor custo benefício, estou procurando a melhor opção""",0.0,0.0,0.0,0.0,0.0,0.0
"@user queria que meus pais fossem mais mente aberta quanto a tristeza que eu sinto, minha falta de sono, minha mente conturbada...",0.0,0.0,0.0,0.0,0.0,0.0
@user @user parece que come fazendo birra kkkk,0.0,0.0,1.0,0.0,0.0,0.0
"homem morre após sua casa pegar fogo.

saiba mais:",0.0,0.0,0.0,0.0,0.0,0.0
@user apaz eu tava no canico e tava a flr c ele no gozo e começamos a bater um no outro ahahahah,0.0,1.0,0.0,0.0,0.0,0.0
perfeito eu diria kkkkkk,0.0,0.0,0.0,0.0,0.0,0.0
"@user Lidi, vi a notícia que nessa seleção não deu... Saiba que você tem meu apoio se quiser tentar mais uma vez, eu vejo como você é competente e você não precisa de uma seleção pra te dizer isso

Espero que você consiga realizar seu objetivo, abraços!!!",0.0,0.0,0.0,0.0,0.0,0.0
queria ter esse corpo feio,0.0,0.0,0.0,0.0,0.0,0.0
lugar onde vende um dos melhores salgados,0.0,0.0,0.0,0.0,0.0,0.0
Deus sabe o prazer que tenho em aprender algo que amo. Tive hoje a oportunidade de retocar minha própria tatuagem pra me aprimorar e em breve poder eternizar meu trabalho na pele de vocês. Caso alguém tenha interesse em saber mais sobre meu trabalho só chamar na dm. ❤✍🏼,0.0,0.0,0.0,0.0,0.0,0.0
"@user é o pet da draculaura (pesquisei pq fiquei confusa de ser a forma dela morcego)
a boneca preta da direita é custom n existe isso ai, fake news",1.0,0.0,0.0,1.0,0.0,0.0
@user mas não eram mensagens falsas?,0.0,0.0,0.0,0.0,0.0,0.0
Ei @user comecei a receber cobrança indevida. Já baixei o app pra gravar as ligacaoes e mais tarde vou imprimir faturas e comprovantes. Pode seguir ligando. To doido pra te arrancar alguns trocados.,0.0,0.0,0.0,0.0,0.0,0.0
"quando o mar vier trará nas águas uma mulher 
ela vem como quem não quer nada além de alguém que lhe trate bem",0.0,0.0,0.0,0.0,0.0,0.0
"@user Acabei de ouvir nos pingos nos is que a Policia Federal cumpriu mandados para prisão se hackers em São Paulo, Araraquara e Ribeirão Preto! Estou começando a me sentir novamente esperançosa! A PTzada não vai ficar impune!",0.0,0.0,1.0,0.0,0.0,0.0
@user a camiseta pro final do mês,0.0,0.0,0.0,0.0,0.0,0.0
Tava indo no mc almoçar ne ai vi meus priminhos um de 12 e o outro de 6 com salgadinho na mao eu perguntei e eles falaram q esse ia ser o almoço deles pq não sabem cozinhar. Ai eu trouxe eles p mc comigo e cara eles vieram o caminho inteiro agradecendo):,0.0,0.0,0.0,0.0,0.0,0.0
a imprensa pouco fala do witzel.,0.0,0.0,0.0,0.0,0.0,0.0
"deus, me dá paciencia. eu nunca te pedi nada",0.0,0.0,0.0,0.0,0.0,0.0
@user corra patife. os hackers foram presos. a hora de vocês estão chegando corruptos bandidos,0.0,1.0,1.0,0.0,0.0,0.0
"30 anos A praça é Nossa (SBT), Carlos Alberto de Nóbrega entrevista com Ricardo Marujo, Jornal1, Canal 3 da Net, Tv Guarulhos, Geek World Cosplay, Tv USA Brazil",0.0,0.0,0.0,0.0,0.0,0.0
"Agora é pra valer .
Minha conta oficial foi suspensa em definitivo, me acusaram de falsidade ideologica, de usar a imagem de outra pessoa .
Pode isto? 
Paciência agora, me calar eles não vão, só Deus me cala .
E tenho dito.
Juntos?",0.0,0.0,0.0,0.0,0.0,0.0
"@user Só no Brasil que político estelionatário é eleito, envolvido com propina é Senador, Aquela Que dar calote em funcionários diz lutar pelo povo e envolvida no quadrilhão pede renúncia de Um MJ😞 
Seremos sempre um país pobre se continuar com esta gente no Parlamento!",0.0,0.0,1.0,0.0,0.0,0.0
@user agora a ogrobo. são os hackers que criaram tudo do super-herói nacional.,0.0,0.0,0.0,0.0,0.0,0.0
@user queria um final de semana assim com os amigos,0.0,0.0,0.0,0.0,0.0,0.0
Obrigado pelo vosso feedback!!! Para quem não viu aqui está o meu vídeo com a magnífica e luso-londrina @user : via @user,0.0,0.0,0.0,0.0,0.0,0.0
"Com os olhos cheios d’água guardarei essa data em minha memória, ver meu filho de apenas 2 anos cantando uma música do papai é muita emoção... Meu Deus que momento! 😍🙏",0.0,0.0,0.0,0.0,0.0,0.0
@user torresmo? bolo? pipoca? batata frita? salada niçoise? sopa de feijão?,0.0,0.0,0.0,0.0,0.0,0.0
"O gol mais bonito da carreira do Rei @user completa 60 anos. Os presentes na Rua Javari, naquele histórico dia, possuem a honra de serem os únicos espectadores desse lance mágico.",0.0,0.0,0.0,0.0,0.0,0.0
"@user não faz isso com você fofo, o rancor é veneno para alma. eu te amo💙",0.0,0.0,0.0,0.0,0.0,0.0
